frecuencia_hz,sensibilidad_media_ft,incertidumbre_ft,banda_inf_ft,banda_sup_ft,repeticion_1_ft,repeticion_2_ft,repeticion_3_ft,repeticion_4_ft,repeticion_5_ft
303.51,202.1765336970469,67.80250306764339,134.3740306294035,269.97903676469025,461.0063991253057,104.871990970305,139.77660322175623,210.38858187831474,94.83909328955276
303.52,308.5997357739598,88.2709907211684,220.32874505279142,396.8707264951282,133.07772185331373,448.3273697737646,377.4980068383187,68.20782345820078,515.8877569462013
303.53,199.81585684993132,65.77463145207984,134.04122539785146,265.5904883020112,47.40992971254744,263.1055841934957,154.55663942312805,422.2712592999714,111.73587162051413
303.54,251.0870434120299,63.929092656135914,187.157950755894,315.01613606816585,42.689327693374736,326.9400862527788,399.5608094605678,171.06710659625662,315.1778870571717
303.55,176.0128156263685,52.414266377034224,123.59854924933428,228.42708200340275,297.2698766057497,46.058974840021456,181.52647609423923,285.58206801125186,69.62668258058022
303.56,208.033855480267,92.72972114490193,115.30413433536506,300.7635766251689,6.253071729886697,137.9486852971395,126.27048038574367,215.8270609713906,553.8699790171745
303.57,245.69454695244286,71.93108633769472,173.76346061474814,317.62563329013756,326.90259927263577,14.169999855077977,155.26458632368636,421.41329972094854,310.7222495898655
303.58,283.70988716516246,64.53391637840521,219.17597078675726,348.24380354356765,163.82186293970403,133.01674890954675,375.67588550008844,268.6107316408179,477.42420683565496
303.59,242.84388143850015,57.062727319489156,185.78115411901098,299.9066087579893,52.46657680590371,198.16701025884583,396.20387310267677,287.38550596912614,279.9964410559482
303.6,477.7243137324457,60.77710750298296,416.9472062294627,538.5014212354287,259.11631425918245,621.3004137727995,517.9067368305007,535.4709557837739,454.8271480159723
303.61,196.24600163334986,31.679649994742714,164.56635163860716,227.92565162809257,275.329651042957,125.19652367417454,267.77062052676655,140.82721892165392,172.10599400119744
303.62,197.57525774514292,72.88210032964379,124.69315741549913,270.4573580747867,94.05741172124361,128.3316204144434,70.00137915330184,468.88258106610294,226.60329637062287
303.63,237.29910775767652,41.18529707309575,196.11381068458078,278.4844048307723,388.8623415397409,138.91971061070498,211.22042884575035,234.40514046408182,213.08791732810468
303.64,240.45973794096386,32.83958986993255,207.6201480710313,273.29932781089644,189.1086448921663,257.7858036351796,312.51528896034665,141.70589338681998,301.1830588303067
303.65,161.6825354367761,23.831544570889623,137.85099086588647,185.51408000766574,113.80305037763632,209.01255954745503,229.08138762654247,123.29557069425996,133.22010893798677
303.66,179.37031221845965,58.722726507905534,120.64758571055411,238.0930387263652,22.502266154764474,115.4235476747986,151.3320040858675,238.52698755772704,369.06675561914057
303.67,281.7856901328605,53.01554771878679,228.77014241407372,334.80123785164733,343.35513080130755,353.99532378590135,380.48438208876877,237.80866097486356,93.28495301346138
303.68,288.58185567874705,32.34973327651607,256.23212240223097,320.9315889552631,223.91460827112414,413.23125952806765,266.09415840435406,268.79435422298627,270.87489796720314
303.69,206.4110287270684,68.79882890464698,137.61219982242142,275.2098576317154,101.05215763939029,188.78376263487945,23.09544325472833,396.57127007595324,322.552510030391
303.7,258.5294319579817,33.764430603075965,224.76500135490576,292.2938625610577,366.66827176376745,223.03747594532996,256.8389146901206,162.52527477098002,283.57722261971054
303.71,167.63050750970527,57.04975554736742,110.58075196233784,224.6802630570727,366.221855743844,98.66800744176915,46.5272623897044,219.03099379359992,107.70441817960887
303.72,265.332508804023,21.79007688848511,243.5424319155379,287.1225856925081,307.82798940272704,311.2881654503161,278.8776949671452,204.5041969374637,224.16449726246313
303.73,157.84796852121613,15.960558821428426,141.8874096997877,173.80852734264457,167.52872665431005,199.84878658466187,146.98630726138754,171.24551427900826,103.63050782671286
303.74,280.78704754912974,72.77425785092332,208.0127896982064,353.5613054000531,202.46624861613915,45.443002982514415,321.00905874952565,365.55856570236324,469.45836169510625
303.75,228.06030209865276,81.13388550295963,146.92641659569313,309.1941876016124,72.91692562374553,488.1226733593154,80.08646044725815,157.04280240218904,342.1326486607556
303.76,246.42239903538703,52.5699160719167,193.85248296347032,298.99231510730374,221.23205143964213,183.4951179037618,109.38142048280504,416.2253698716429,301.7780354790833
303.77,230.21016349007218,45.607214331835635,184.60294915823653,275.8173778219078,315.5211863504808,189.3491589934801,338.3129398923193,85.63157064123712,222.23596157284362
303.78,161.05856054982627,56.75362970097072,104.30493084885555,217.812190250797,210.96607283435014,218.07291179481757,35.20950625956489,316.57178775715914,24.472524103239678
303.79,201.67219148270266,52.820029145601296,148.85216233710136,254.49222062830395,267.82566176605206,76.05464736258197,318.67030293926916,273.65094114652754,72.1594041990826
303.8,239.23561781910303,59.33891964084792,179.89669817825512,298.57453745995093,310.1174062606852,418.40078574781376,89.95793881274075,243.33360605393065,134.3683522203449
303.81,140.7456092002818,14.098662590043626,126.64694661023816,154.84427179032542,112.69442257260073,163.0750411145737,178.8990882722168,105.70985331786869,143.34964072414897
303.82,146.94232522397994,54.59499745653369,92.34732776744625,201.53732268051363,357.1965977248187,110.29040292770054,112.83583469092474,37.387032353975215,117.00175842248042
303.83,239.9147583453293,84.29956454831596,155.61519379701332,324.21432289364526,479.0892159161305,72.68815323847222,236.583624526185,370.8243604550194,40.388437590839324
303.84,211.4892100340061,19.64290198212161,191.8463080518845,231.1321120161277,266.56277580076124,149.36725590839055,232.93895067432697,215.70882915281624,192.86823863373556
303.85,265.0020526757282,76.64406428498457,188.35798839074363,341.64611696071273,139.01511594303048,544.4344865235261,135.51925956804928,196.1077883129379,309.93361303109725
303.86,255.55753375942405,79.10587816782635,176.4516555915977,334.6634119272504,99.52054985997852,113.52522038861073,538.0071038271034,244.20580481467817,282.52898990674936
303.87,171.995408713725,48.746684007857226,123.24872470586777,220.74209272158222,305.7882405164003,63.84727881768692,208.08344392180553,226.92074282169173,55.33733749104049
303.88,185.14143814805257,44.67443665362807,140.4670014944245,229.81587480168065,155.30773540049404,302.2466491454643,278.1808144479199,109.12976584768876,80.84222589869596
303.89,174.30118145543375,41.12729554426218,133.17388591117157,215.42847699969593,320.17261220829084,68.4906764168378,137.69536552159872,174.67086728986803,170.47638584057336
303.9,129.88156197063557,31.75772577731167,98.12383619332391,161.63928774794724,171.82413641243667,68.97037336857036,52.48347666520585,223.164670523868,132.96515288309695
303.91,110.13403176827167,34.76106462954813,75.37296713872354,144.8950963978198,247.065195235497,92.26655422221226,81.07043117696486,75.19732458973932,55.07065361694496
303.92,176.64906248482333,19.523282682536422,157.1257798022869,196.17234516735977,117.80276228743915,176.9438652086093,213.30698057106434,223.48965394750593,151.70205040949796
303.93,188.8718977733916,43.28697194849976,145.58492582489183,232.15886972189136,297.36655695479135,178.3802877820975,96.63121005181601,93.60801578475105,278.37341829350197
303.94,147.83588061570873,23.495934804410233,124.33994581129849,171.33181542011897,115.36367903325093,127.88915263252153,125.01769751241491,129.6069563789824,241.30191752137372
303.95,182.7306888031252,26.39500994580529,156.3356788573199,209.1256987489305,252.09870872140402,135.72094212044288,242.31854515978222,143.13527190717485,140.37997610682206
303.96,185.17768628390562,43.48563942656727,141.69204685733834,228.6633257104729,92.50452898180934,215.63111925842605,301.7834581591055,76.65673390024155,239.3125911199455
303.97,217.5960383395929,38.451382386213716,179.14465595337919,256.0474207258066,194.98388817572226,152.29449796369687,235.25596979116105,357.6393301503936,147.80650561699076
303.98,219.00683281912143,18.03499134261769,200.97184147650373,237.04182416173913,175.84472267058834,199.68863045970622,233.94216373665478,280.96132731279795,204.59731991585986
303.99,234.33340986205772,47.02185203084399,187.31155783121375,281.3552618929017,120.62003945362578,378.67271221119967,263.2238785562887,141.92233091045048,267.2280881787239
304.0,191.7016353288953,40.14724423375233,151.55439109514296,231.84887956264762,297.3501047133458,274.4494084200887,152.6104567461601,89.18236638793148,144.91584037695043
304.01,197.98987679328815,35.97590438782444,162.0139724054637,233.9657811811126,192.23418719930947,323.72498380930773,140.85061100680514,117.56199135297409,215.57761059804437
304.02,233.94725581215985,32.397618157226894,201.54963765493295,266.34487396938675,288.5606895321529,189.87719792342864,333.5916880926247,184.6682759817651,173.03842753082802
304.03,182.74182855600833,45.041554778471344,137.70027377753698,227.78338333447968,302.0523936741827,203.12448108776505,95.88348176366968,64.17170605997347,248.4770801944508
304.04,144.61862435034627,57.312857110456534,87.30576723988973,201.9314814608028,131.52698585254498,355.51337755349346,53.70452512011871,150.62695347796534,31.721279747608932
304.05,246.23209902726444,31.386678482354622,214.8454205449098,277.61877750961906,304.10915522965064,126.97049162081764,249.08610648899327,289.7859931779283,261.20874861893225
304.06,117.99738988645818,29.625137207389145,88.37225267906904,147.62252709384734,80.57805654596531,174.21294332382718,195.80937347921056,35.9938604908019,103.39271559248596
