frecuencia_hz,sensibilidad_min_ft,sensibilidad_mediana_ft
344.745,1463.0877177031746,4518.339157385352
345.245,3337.665159397173,5670.958208820621
345.745,3178.0770548464902,5221.823786513779
346.245,2961.17515437781,5768.539875492788
346.745,4022.3948985001252,5267.837588160145
347.245,2907.606548659155,5937.353110445868
347.745,2508.0056849740963,5319.0579038667875
348.245,2878.54077576464,6733.859473772103
348.745,2285.539599767568,5479.073191160611
349.245,3334.4336924159606,6146.150201004066
349.745,4511.717546584893,8394.84005892566
350.245,4077.6667434093756,6433.063436358169
350.745,3429.8694749952074,6943.855216938251
351.245,2334.5020354992794,5755.2128503146805
351.745,3842.9298394193606,6397.010338944567
352.245,2945.733204246121,6458.893527727259
352.745,3383.964756909921,7080.0509732743285
353.245,3250.644022603998,6909.060101206944
353.745,2887.902886406658,6507.9784458921185
354.245,3780.4585743698576,7268.917321161103
354.745,4428.131291679709,7349.568088987174
355.245,3830.9848249487563,7245.299431335785
355.745,4742.338599911122,7266.684795088814
356.245,3854.515429923528,6688.629021493564
356.745,3933.7585014192255,7315.037468877401
357.245,3284.1384128603704,6992.932895425831
357.745,3977.4474559504984,7405.87777019108
358.245,3948.181537799281,6929.400645181213
358.745,4209.8702346288865,7463.577049323256
359.245,4177.3906521359,7838.876120385519
359.745,5666.199032381114,8482.840651694602
360.245,4601.193586960002,7530.110730697224
360.745,4461.391943321222,7337.596568853729
361.245,5146.4546720401,7854.99668951411
361.745,4919.075848426977,8664.514967818905
362.245,4862.595671711238,9421.325764967147
362.745,4283.060232743971,8995.732981746238
363.245,5041.245578857917,8603.514818374442
363.745,4458.497190560167,8188.783255515006
364.245,4826.815675854237,8402.746702297503
364.745,3995.17678877109,8092.80880897721
365.245,3371.770458458414,8306.896533472625
365.745,3974.9523747665535,8821.989942222295
366.245,5984.298129949272,9234.82518483551
366.745,5746.448356165212,8719.801707107894
367.245,6270.798979889831,9282.55667719441
367.745,6020.965932520042,9423.26196368118
368.245,4401.5876802896255,8751.276538179167
368.745,4996.529956563038,8088.850284158345
369.245,4653.800795396379,9135.475177482258
369.745,6235.690644501039,10044.861390796823
370.245,5112.940541298283,7980.86636012211
370.745,3982.8885610197513,8342.606977647029
371.245,6952.0147738446685,10237.707935539578
371.745,4592.826614202912,9451.99580748924
372.245,6129.1121082498785,11253.337646709559
372.745,6335.569882829748,10075.155701835445
373.245,6972.599731189369,9962.180770747767
373.745,5516.709697894624,8752.785461603029
374.245,5369.837250602344,10824.899340377087
374.745,6385.005294259777,9625.094178538195
375.245,5588.621729688427,9015.251527167962
375.745,6980.216753331396,9815.695875141952
376.245,6200.702853755446,9625.495082887388
376.745,4606.681519546024,10108.032354372916
377.245,5024.657851673297,9494.840483799813
377.745,6368.992851645381,10164.874069312962
378.245,7045.74869475443,10658.688014816487
378.745,3382.1811579256164,10191.167462456806
379.245,6124.912333016145,11363.133865295214
379.745,7995.914175257949,10830.939741859042
380.245,4989.4619130575975,10627.764125491449
380.745,6797.711541403348,11182.877642721243
381.245,5449.036608268818,10652.992745625987
381.745,6669.740197907761,12204.136822595547
382.245,6685.229475525556,11059.956247811748
382.745,4624.795970585218,10303.616680059862
383.245,6752.276097622625,10556.187381185158
383.745,6602.022114059499,9833.402644733309
384.245,7388.111721072791,10155.921385259287
384.745,5790.346309254551,9689.377935170156
385.245,7040.9867950938005,11197.684510989844
385.745,6434.81296825029,12612.645217980502
386.245,6530.295996175645,11925.091390556734
386.745,7408.823206327588,11462.849284933152
387.245,6785.744320193189,10538.290062045198
387.745,8364.89186738146,11571.786845762399
388.245,3760.219474654191,12548.34943818595
388.745,4939.588493973768,10146.146606981289
389.245,6328.605867429405,10280.003360256494
389.745,9807.628456207278,13664.30339034007
390.245,6065.54943548521,10969.931510490858
390.745,5038.818884561297,10794.65689581624
391.245,6797.773270266092,10717.03865087351
391.745,7040.977939012855,11122.9361220319
392.245,7155.343088182579,14088.357517036147
392.745,6315.988133715292,11735.770130332869
393.245,8264.60512427482,12367.039732473051
393.745,7417.339648343638,12210.511799127204
394.245,8164.062738395222,13058.85051839123
394.745,7364.730221897692,13140.777737651611
395.245,5813.06633168024,12141.340101713562
395.745,7476.843259523312,14108.360244397621
396.245,9206.396726388115,12628.727548818999
396.745,7595.557313456811,12771.468477808092
397.245,5300.685039145574,11543.609039853132
397.745,7826.721115386881,11970.689937247316
398.245,7362.586757957388,12303.308754944821
398.745,8343.615917291985,13284.465315096251
399.245,7957.014980468483,11248.356782041054
399.745,7083.47010936108,16075.553997126492
400.245,10005.104155777293,14188.827402165443
400.745,8081.242186135446,13910.40555299877
401.245,8915.330015288479,13887.297288565027
401.745,9191.071928559923,15571.324160616812
402.245,10176.977991987356,16109.649044924565
402.745,11170.67977306433,17607.772103428302
403.245,8214.004900227339,14228.135163448804
403.745,10253.852956347704,15679.036724883528
404.245,8882.597234619207,15409.711527258136
404.745,6871.645757136193,13965.79216814874
405.245,7958.174087572926,16334.184958715778
405.745,5911.007446380743,14811.185245665409
406.245,8724.017296943643,16767.85719825466
406.745,6784.914642577321,13955.968340064199
407.245,9600.62817309196,15338.73222919244
407.745,8926.514735789238,14394.481074002697
408.245,7111.029798774238,13375.067926267846
408.745,8454.329590628693,15820.25523655684
409.245,10771.217038168543,16137.998780798433
409.745,10263.79823935311,14176.27616970253
410.245,10516.219550700176,15284.29247233511
410.745,7749.832594303708,14233.630249917396
411.245,8682.038528225927,14208.26731625598
411.745,8377.42814001149,15676.032118060972
412.245,9748.067895205531,14813.45436580671
412.745,9743.613148152976,14109.978933444163
413.245,6566.273801634268,15464.161085912821
413.745,9154.81888480843,15517.85332336226
414.245,7581.445607253069,14730.127925092438
414.745,9035.992907809165,16222.654955772643
415.245,8953.13014720105,14328.652493711863
415.745,9398.856813061375,13808.01572306009
416.245,9861.766305339472,15073.727214636416
416.745,7138.180678983325,14190.4587629095
417.245,10111.14159502455,17082.565661293003
417.745,9934.181149478181,14505.623206878461
418.245,10264.665977921097,16894.160596793794
418.745,11305.230496306365,16395.68943227083
419.245,8125.548415270971,17600.61155577335
419.745,10340.19658642358,17081.702367476486
420.245,6972.226906543825,15096.508819437095
420.745,7775.486974742194,17647.280391460255
421.245,8942.282948823045,16532.816572610383
421.745,7324.040668768826,16572.527761256228
422.245,8412.054048642653,19767.37596029947
422.745,8427.28156417494,13979.831707392845
423.245,10314.594130231544,18868.67541835279
423.745,10862.387305678652,20108.042548173195
424.245,9585.736635429304,16862.884085021862
424.745,8483.948581813294,16834.867522019988
425.245,10091.069045221135,17022.222726711563
425.745,11499.540258936064,18020.76451152
426.245,11218.77755736461,17206.650083023873
426.745,9022.321974419525,18640.524606017498
427.245,8540.414905709516,17745.231816113184
427.745,6769.3495391866445,17813.751596138864
428.245,8681.397827319543,18404.42305261047
428.745,8770.676806638698,17087.33473026794
429.245,9428.901914708096,16596.99419314148
429.745,14289.15746311598,17506.61588632236
430.245,10881.806655702423,18812.675105344242
430.745,8983.197620486206,16435.400184945684
431.245,13604.12590988235,20202.017993821417
431.745,10429.678809513334,19468.069375573614
432.245,11359.636778007982,16120.387486498174
432.745,9894.824922457288,20665.370249958563
433.245,9545.352120981122,18719.716273092454
433.745,13057.092589556732,19622.08211749258
434.245,8580.49676052343,20933.326260549788
434.745,9682.124050509461,17232.725420634713
435.245,12674.026702767158,19521.927779168494
435.745,11489.44693115618,18835.89704439985
436.245,11641.377159390833,17436.647744733622
436.745,14021.331852196363,19747.293375761816
437.245,14132.830187524154,19790.752479805386
437.745,9538.587846608525,19424.662226490247
438.245,9877.75613305942,19802.713902954885
438.745,10322.990069516476,19992.349940304262
439.245,8631.897567815711,21979.95383970072
439.745,13477.757938690233,20428.139658013053
440.245,13599.800753767735,19995.139859859162
440.745,14588.539055659057,20021.898228743128
441.245,13930.495121727658,23231.651739144174
441.745,10228.53394009511,18689.492923489397
442.245,15560.809408979187,22798.34529788896
442.745,12694.942843168139,20427.347405838846
443.245,12269.419938791318,18368.09452911481
443.745,12813.337094057044,24236.703407456782
444.245,8194.249060363607,25024.127631568357
444.745,9836.417101591007,20049.434103933105
445.245,11519.884891489168,21323.87701363471
445.745,13272.379309316175,21231.850778549247
446.245,9496.324698474216,20639.6421952245
446.745,10475.41521174747,22832.41364377366
447.245,13078.214325386927,22726.69781213561
447.745,11593.33328187437,24882.534526100775
448.245,13561.84855822101,19674.46416505867
448.745,10120.450564541316,21151.527347317984
449.245,13402.957045586107,20418.993718664933
449.745,14967.967425939827,37141.81679572404
450.245,13702.563083967687,22849.84878748681
450.745,12787.338466264515,21530.967562738217
451.245,13527.126017968545,22990.97707374942
451.745,12370.854125342596,23317.04419635165
452.245,15545.369441913868,24744.89780027316
452.745,15879.803091008684,23870.659183512762
453.245,17020.313749703408,23276.41654024653
453.745,14449.696005918127,21978.30101477894
454.245,15551.51337767132,23988.374127052055
454.745,13470.00175563728,24759.310245087217
455.245,12606.824992980892,20632.96068670797
455.745,15479.144347222016,23474.333555841436
456.245,13831.610756521724,23891.605368677592
456.745,12717.590486219062,26921.210559697654
457.245,12382.935455924204,22000.829659010276
457.745,13992.734233168592,22719.356291787015
458.245,16181.492430156113,23272.860854179984
458.745,15137.858449852063,22324.554231791477
459.245,10387.758476749957,24263.08541085651
459.745,14751.50658946769,23636.344434898117
460.245,18452.011102365304,26079.51251745013
460.745,11228.223369054784,24045.32691971706
461.245,14962.560899618707,24598.162437235216
461.745,13635.116622864805,25348.639942458507
462.245,14080.680483793238,26738.073061781597
462.745,11391.321105833553,24188.014598959904
463.245,14954.348441958227,24039.222683543434
463.745,15082.309371097888,23807.925868232065
464.245,11222.628043637189,25644.086910780672
464.745,15950.17672309886,26311.801641585218
465.245,12182.756481258453,24211.144014636302
465.745,12890.918040700077,21742.99904111711
466.245,15059.787421784466,26769.386402029973
466.745,21089.92300089497,29311.850187810498
467.245,16137.668208863188,26901.205605808704
467.745,11395.049626952248,25270.006249744165
468.245,16763.410037979374,23224.283649774563
468.745,15856.515717875376,25454.452231344396
469.245,12652.01005021361,23439.25962375111
469.745,17245.52429268425,27258.921301555878
470.245,14507.155028412015,25582.47105081226
470.745,18333.943148540216,25601.05422948522
471.245,12628.280463576933,30964.55200534674
471.745,14302.414533413243,26155.249255211114
472.245,9351.886142363159,24208.6963941875
472.745,13830.776881394278,25382.271298236163
473.245,18828.472957755093,27477.063672253622
473.745,8250.664935293891,23559.602816213202
474.245,13795.085147455879,22892.579251566698
474.745,16176.728814093807,23987.577620495595
475.245,19688.668505738457,27031.62008411943
475.745,16555.24163115113,25998.07129103878
476.245,14604.199042082135,23601.212042521052
476.745,16987.692983897072,26844.56773866657
477.245,15107.171982232187,27232.044921728244
477.745,17964.928344495285,26455.5470712677
478.245,17512.840652251038,30106.29925982626
478.745,18591.440378418225,28691.290583329843
479.245,20503.702543106818,32660.580532893735
479.745,17184.392544680933,31866.029200201865
480.245,14382.352774573947,31565.399468612028
480.745,18046.002047799888,27874.68780174685
481.245,12424.2805956289,24664.758863913878
481.745,16586.319034541873,25228.67212467871
482.245,19776.281339429723,26524.14538402971
482.745,14198.404991306865,27720.193766983757
483.245,15753.124558994958,29594.338006898586
483.745,18043.84761977581,32496.133598949236
484.245,23402.211820588713,29440.75211441597
484.745,13244.509873436431,32734.87910320629
485.245,16469.99650494562,32429.439914176673
485.745,20588.012672679026,28424.783494122796
486.245,20379.898043340334,30900.753786854744
486.745,13022.512096531964,29277.781931271915
487.245,16582.82760486407,32948.10320622575
487.745,20667.2581629976,29539.85754099772
488.245,13695.770303855625,29368.781023075608
488.745,16474.19446873041,28760.215748373943
489.245,20680.659865522946,32795.726563068296
489.745,17043.91650728747,32794.568985509955
490.245,12408.881846857495,29228.99150193629
490.745,18496.476498957112,29441.04803378332
491.245,14929.863529113522,29552.33917115746
491.745,18510.388989344057,33158.63665189302
492.245,19192.667101518557,30725.207407625156
492.745,16820.532113254405,27942.544822576696
493.245,18097.536255897347,29720.82749359732
493.745,13305.611151650553,30549.9130895486
494.245,18698.13974647789,30258.54033633269
494.745,19195.030293464417,26996.256243105927
495.245,16126.771713817117,33099.36389606202
495.745,22917.984966155902,30943.388118393654
496.245,20805.853884940338,31873.668778367617
496.745,19311.06619782473,31155.105337043027
497.245,12859.71315906682,28480.210619842095
497.745,22964.664815478976,31729.038469865027
498.245,18640.687113367912,28785.226148924645
498.745,18572.896806633238,32648.25041500401
499.245,17344.98763759404,30938.139787279993
499.745,16583.040764048485,38357.01266150897
500.245,21444.188943174657,32990.71805106952
500.745,15937.286363835105,26761.931964610754
501.245,22831.91306742347,34445.88150029728
501.745,18813.99240479568,29924.604405991813
502.245,19875.313655147642,35429.629013077094
502.745,19759.35481980598,30733.850500871107
503.245,15404.857958374747,29056.896554024464
503.745,18915.11442881144,31146.07019834454
504.245,19955.745927693504,30773.640374821513
504.745,14374.80448751911,33890.33193968759
505.245,24092.223757754902,35779.46053146486
505.745,12422.211409051608,32835.91838451706
506.245,11486.347257144498,31390.579662055083
506.745,19135.012316313903,33846.759214388396
507.245,22982.507830553244,32351.615831824798
507.745,15345.38075918172,31475.90851969215
508.245,13410.222082252258,30982.389566905524
508.745,17715.37470860408,37419.07441991517
509.245,13018.168146248885,29679.304395369752
509.745,20011.6188916202,30727.576894959137
510.245,22287.814609695644,38865.688436647135
510.745,16554.059157361993,29459.768790428116
511.245,20695.313113586144,33468.344555617194
511.745,17047.76366882859,36157.9784914047
512.245,20908.37024134372,37882.52766769656
512.745,22640.950361019924,35930.72100276001
513.245,20651.768663428425,31883.711545827515
513.745,15524.453805876485,35982.69458757629
514.245,24687.629561266862,36581.7834711047
514.745,23718.016414586553,36553.111722626985
515.245,25606.774354268477,35172.45020564082
515.745,17151.42750123177,35763.80488769089
516.245,18483.650339028038,34288.42620538076
516.745,18812.14214543079,35412.873676294694
517.245,15230.796410217406,32128.661632710835
517.745,17548.571983499536,38982.95078816396
518.245,22994.282252978683,31200.532610685997
518.745,17776.843322227734,31105.4001660714
519.245,16427.766316467165,27859.73373517992
519.745,10457.17499103408,30740.029823298628
520.245,25180.56006072188,38996.09335693401
520.745,18454.398530596907,30532.7120559248
521.245,16456.458128271734,34584.3471645453
521.745,15736.064709171274,32249.465291321954
522.245,28155.571366335098,36253.8896895754
522.745,18891.605951061876,33666.0272490426
523.245,20840.843081059735,30820.11864052361
523.745,23336.514912892075,36860.81146596927
524.245,18932.47245057232,31890.359510209262
524.745,19597.15337087151,31513.141463733336
525.245,17740.18629619497,40425.30688540455
525.745,19602.963653476014,33987.45065659438
526.245,25534.611950033926,37060.06434685554
526.745,13833.18238012988,35558.90799994797
527.245,19407.192328337576,35963.15307263761
527.745,15513.714848009613,32291.579087031292
528.245,22259.959764515857,46064.172277624806
528.745,13875.778065385131,34407.89221874375
529.245,26177.20327156212,38675.26812825996
529.745,22014.08507371799,35170.23524739633
530.245,19908.26696511447,39766.71217175035
530.745,26116.719588975007,34817.83341666895
531.245,30276.617251852895,44800.83132479679
531.745,20362.289730853594,36784.76147790684
532.245,25966.159888396905,40303.02435465914
532.745,18531.332862744104,41743.10051570021
533.245,24907.30964126485,40085.28085389848
533.745,27069.630443440572,38686.746194201856
534.245,22015.75022282199,37428.864862831615
534.745,23668.626220909573,44901.7100251496
535.245,21190.090170174593,34044.520738838306
535.745,21540.315718356505,37832.85210301206
536.245,23686.20947569317,41647.69467238232
536.745,17794.334341866586,41864.86280427702
537.245,20911.073944256546,36862.286356040015
537.745,17518.36854748294,40363.67049465953
538.245,28085.931734119797,37472.011558879174
538.745,22433.788094808486,37136.116323111186
539.245,23903.929847873293,44645.460315274366
539.745,18260.165637891827,33370.45993051164
540.245,24131.35820849358,35456.533831974375
540.745,17235.753294068993,37968.02361850691
541.245,20004.63128502313,38758.009855762546
541.745,27703.80864740986,40969.297061773636
542.245,27025.327811157775,44383.872019858034
542.745,31169.79627917861,45179.31165813503
543.245,19378.893315411653,35233.77412414275
543.745,20002.6922912388,38765.35364615656
544.245,23690.351167085333,47504.61543535507
544.745,21804.30379694842,43131.80057419591
545.245,17753.75343796282,37562.005921499964
545.745,25052.17565975422,46151.05094581
546.245,26992.395561306403,39171.61533689342
546.745,30451.5303626972,41849.12876304297
547.245,25287.168368376995,39409.756912847726
547.745,23151.915015382987,48236.25339410658
548.245,21909.8238327761,40175.520090451115
548.745,23380.84734965391,41114.06231384749
549.245,21541.536858171563,40710.244913130955
549.745,20562.087460654777,95235.8395218348
550.245,27566.390157784794,49090.91995027325
550.745,19235.291183759564,38775.276101499854
551.245,28922.592304731927,40588.82542362739
551.745,26530.52595133035,39186.784942262515
552.245,20342.933759631735,39131.50116670531
552.745,24883.339565743252,39525.38219146566
553.245,21640.47661721152,39162.023330220254
553.745,25564.82583879305,39765.84354209104
554.245,23279.237886170296,39858.88724704881
554.745,27589.34644784653,39884.736210500676
555.245,22933.188341919373,41422.218754567235
555.745,22879.276601567348,40824.29440003265
556.245,22455.140201603415,40538.557547985474
556.745,21910.973292585084,43270.31491491527
557.245,30926.04056496377,44618.495095478844
557.745,22280.540007671592,43788.903066936036
558.245,33124.01048067502,46566.75512642752
558.745,21823.054289001153,36224.91477678776
559.245,19598.840400971025,41514.44927003882
559.745,21697.553860910306,38803.57641773259
560.245,25055.19148792316,40310.31856983967
560.745,26588.75319064125,41928.80233772608
561.245,27212.738414942974,46864.79971820566
561.745,27703.67828556028,44746.39937768296
562.245,24535.479233311384,43854.41653690887
562.745,25326.914504165776,43988.93975774334
563.245,22072.353802790287,40568.4649883691
563.745,24038.052539719443,42828.0331415464
564.245,26672.297559040227,42685.50631320315
564.745,22368.022804216947,44719.64167437122
565.245,25612.48196068834,41769.08966501213
565.745,26381.499710391043,45784.680418306525
566.245,28808.354608983933,48584.98507143615
566.745,27506.79367961068,37648.01437055733
567.245,34193.96164066664,43639.81237411671
567.745,26386.231808858643,47640.585289947485
568.245,24324.867442867493,41256.058458877786
568.745,27401.165063909833,51763.062992172054
569.245,25324.925259766464,45051.58796522495
569.745,26827.50528354761,44872.73710884555
570.245,24105.32070431708,46567.135599518384
570.745,22440.94805126026,46017.957930209974
571.245,27577.692331160513,41805.599985066496
571.745,28723.52954729292,45611.74902041534
572.245,26039.4317760791,44482.773330198754
572.745,26684.831120993193,42122.32417923979
573.245,31308.719545480886,50963.77738701843
573.745,28236.640131877328,42389.769027073795
574.245,22572.382880654466,38404.766302423785
574.745,24708.545470180612,48313.90638896281
575.245,27066.200762512326,48117.38609434661
575.745,34013.90595656045,49920.012087041585
576.245,30257.178818588283,44039.9983228162
576.745,35827.490669224586,57295.78054384993
577.245,29566.86462382672,48598.80603065722
577.745,19834.905179020825,43254.23808681486
578.245,29218.571241414724,48216.07625088669
578.745,25297.572037475307,43868.86491775726
579.245,23637.27548804259,46445.625770542654
579.745,25029.57044236165,44450.05168075769
580.245,23772.20384478362,41952.38820432617
580.745,28728.190232328398,58392.52215617134
581.245,30314.13393733587,49859.48474379092
581.745,31097.031375582374,50322.45407688461
582.245,33739.30314892853,46635.537680320864
582.745,30808.093752169025,47874.287471888485
583.245,27641.34154993804,49882.458891879185
583.745,31153.030528752344,54805.236880740325
584.245,26747.86250830524,50116.26431588658
584.745,32055.914310718603,52176.750987825435
585.245,30173.319146223952,47451.00082843911
585.745,24269.3795101496,48454.973447318436
586.245,34725.33974623067,51108.803545002505
586.745,31222.771768414423,50214.199860087814
587.245,22980.835965744962,43583.89068030415
587.745,29103.449060826304,48295.82208702353
588.245,22209.286457628445,50382.32404520655
588.745,23574.673709922045,44570.51811263633
589.245,33785.80580503894,49144.627260188456
589.745,32694.02500554806,47405.21396658718
590.245,19396.563788628286,42479.35770810051
590.745,27895.373144373312,52393.75595184528
591.245,25070.18298935323,48217.24755755681
591.745,23039.003833729887,47946.67643550434
592.245,27336.405705426834,54099.617147778845
592.745,40360.72386086549,55324.15359062545
593.245,33894.716888394825,48614.665182469005
593.745,42959.96370776674,58046.589107280495
594.245,50390.47016850232,73911.90562037501
594.745,39715.36977764786,54148.43537937455
595.245,28514.561508229446,49807.39635638885
595.745,32294.184936844846,53687.10304438227
596.245,30367.935327587475,57414.87013141852
596.745,34531.19936269742,50621.97932894679
597.245,24881.042185163762,52481.107149577925
597.745,38528.54419213241,52150.0086940739
598.245,26790.539359350874,55422.64552002025
598.745,28173.652981932595,45908.515501659
599.245,27645.7149539814,50987.51974894633
599.745,30032.397352070275,62993.19859138517
600.245,21311.99684051059,45147.50549344576
600.745,43626.5155977412,58693.920831539566
601.245,37377.1125742224,60931.12809523834
601.745,20735.18616333243,52406.38530158156
602.245,37637.75818620071,54737.326768861385
602.745,29326.105201959712,55774.613360674026
603.245,36267.666360602576,56988.49351929873
603.745,29608.667460322424,59295.88883984461
604.245,31457.1947025666,52660.45394914133
604.745,24400.31557052632,50757.735948715606
605.245,28018.034106349867,51272.44069084113
605.745,20339.85044099777,60078.6313069983
606.245,32727.990885039027,60758.53962384279
606.745,26135.751890534797,50921.691735349545
607.245,37712.80040253884,59939.18311553646
607.745,24491.447119457065,51423.64841927841
608.245,30795.914502329713,57581.335862327694
608.745,40011.546646633105,69589.30364933086
609.245,36842.15460234286,53745.4800387372
609.745,31596.232144315414,61585.330051340105
610.245,30666.474718512367,49884.802342611016
610.745,35641.01145147732,53239.45514997434
611.245,39200.20511393868,52355.79123325915
611.745,27801.172142569078,45028.26588286949
612.245,27885.453380069943,55012.4700795686
612.745,29676.078901048302,60766.048875662986
613.245,23845.89857879741,52372.57877891224
613.745,43310.5479494836,54600.02946669223
614.245,38898.271910080985,59713.78139391651
614.745,28342.946898467133,58517.992787374045
615.245,32540.064707279198,54607.24132970603
615.745,30456.232197372225,57618.591511117455
616.245,13731.901952640403,54435.03319542709
616.745,28758.51364300438,55485.64724729648
617.245,30479.76905885991,58679.9688406188
617.745,34063.78081056849,54770.849514414454
618.245,49320.51666144126,62353.716550090336
618.745,25698.156216153526,52415.40607783708
619.245,33669.02054243474,57542.34052741407
619.745,30625.87739934902,53129.62142692962
620.245,28753.871053931416,56258.188847303696
620.745,31950.01570781718,54710.40074102835
621.245,37385.38634228436,56863.493045651645
621.745,28677.51686136257,55136.0314830624
622.245,30217.24950349243,53402.75459559653
622.745,29922.732901723364,54387.6474913653
623.245,29064.299629868878,57786.07477168445
623.745,36891.48499356809,54524.63195789527
624.245,32077.93092085309,57114.216825421056
624.745,40002.49772132502,55762.29943061109
625.245,33020.92150786074,53417.042528410755
625.745,32521.06441314812,53897.13027443498
626.245,34587.16511004376,56719.123470398365
626.745,34707.86625983321,59912.98068121253
627.245,33435.12600872591,55201.21432095599
627.745,33767.80920092441,56929.589782791474
628.245,33402.56362637593,59729.58542021295
628.745,45945.06208313774,65502.73090938949
629.245,41301.88960765702,63037.25315862302
629.745,31866.359367068413,66763.94082137912
630.245,43540.594258245306,73727.69668414643
630.745,31488.579454319944,54619.85264167838
631.245,22078.23141540596,62436.31348641214
631.745,29630.937372541037,62917.71327306589
632.245,27605.1470843948,55880.54062704291
632.745,19336.921551519397,61939.836498997516
633.245,33452.78965324878,62633.25701638559
633.745,33544.70645128418,69987.55804806473
634.245,29802.879395882115,69733.20880049246
634.745,29734.45593653748,52200.62322184855
635.245,29588.75871470823,59929.15758452477
635.745,28938.352854983565,63268.628885821076
636.245,49094.53314885773,60612.95781531874
636.745,29333.19274025921,54404.127386929664
637.245,28998.041685218832,68673.773658576
637.745,39384.78718834601,61482.759154963416
638.245,42637.537118042106,63668.52787099528
638.745,41605.70117158308,64562.20804682629
639.245,31758.657816268857,64617.99943373591
639.745,45694.394993424205,71148.51256106107
640.245,47582.65979366893,69899.20282780545
640.745,29608.81442431734,69289.1736164059
641.245,41186.384050145156,72509.07203393549
641.745,41293.379231026556,65581.93082803724
642.245,44174.4517806148,69145.04889148008
642.745,41832.72865961938,62482.240527314265
643.245,47843.03089998469,71995.40243369037
643.745,42305.377975721305,64930.18712956529
644.245,35012.98368632584,66622.58735962342
644.745,35409.14238440358,62235.935567934896
645.245,45260.58770148207,64492.258929780524
645.745,33510.93029062317,57172.3225502321
646.245,38775.02802730392,60010.190675510035
646.745,26168.045775400817,69337.96102222637
647.245,42278.72125842311,61813.330692163465
647.745,24280.26157750415,62921.35895991899
648.245,26992.190294065273,58076.67019401862
648.745,33206.852283358516,60128.00348526561
649.245,32360.286973734943,61656.12305958956
649.745,46599.05495801949,144628.40072484664
650.245,37368.06812737028,63704.90821065
650.745,50877.710214618695,74652.6499651304
651.245,34808.15531491379,63982.96963591189
651.745,37126.97610575005,65680.48043131724
652.245,38572.56919626796,67629.68251208564
652.745,37133.46925552154,60228.15687082697
653.245,42786.84003369989,66048.09108212944
653.745,28788.584873165622,62440.18276184776
654.245,43632.045323565886,63982.20600686923
654.745,38671.43951594418,65675.2515022169
655.245,49191.80982537659,72667.9116909848
655.745,30579.996717058704,68788.50468750458
656.245,37206.97545948369,60921.76109360506
656.745,41494.942165272514,67797.29523863009
657.245,41656.821165004054,65624.58052605766
657.745,41797.82032749044,67423.02436429943
658.245,43925.875086306354,63728.615707717356
658.745,50398.009632477915,74078.36380044866
659.245,39426.85985804479,69788.60572120972
659.745,34093.74899888558,66390.63117705125
660.245,44621.97045410491,69401.31042365739
660.745,44126.379278100605,69727.08376676372
661.245,36951.03344047995,60032.622627021905
661.745,48094.82903204637,77267.78877432761
662.245,36744.934613199715,72478.42030630042
662.745,31280.78893159679,69769.33016473547
663.245,34234.40340225851,70905.73180315728
663.745,35134.17550533442,70220.52975269202
664.245,40399.529025598735,63759.14213367694
664.745,32476.77303336658,69727.39750151488
665.245,31316.141186370794,70004.58812023388
665.745,35198.85872389538,61563.06935938091
666.245,31161.446100378973,78783.35164739453
666.745,40590.12180766318,71252.20726535682
667.245,35594.65858475025,70808.17829446663
667.745,40368.12369154273,65788.25181205358
668.245,31101.50834266351,59658.06403807406
668.745,38743.25798886227,67028.81549521575
669.245,42218.07117140381,67296.99039659422
669.745,32629.30517494545,65660.45967177168
670.245,42497.019793298285,73352.98835842288
670.745,36527.00308022262,70635.79915403537
671.245,46906.493601932816,64577.90953041185
671.745,46460.49448856065,64158.9349574308
672.245,40452.58695540929,71448.58016095817
672.745,36000.00450290854,65543.40453475187
673.245,40744.6174921603,68432.51979361585
673.745,47515.00388925064,72504.0082062663
674.245,31730.18610247194,68379.05465341755
674.745,37737.59413498608,64108.323149064716
675.245,32485.085241535107,70272.85035666166
675.745,44680.47577851571,73494.24093284219
676.245,43454.83208310305,72167.59292229309
676.745,39240.34736501451,73298.21416367375
677.245,34137.67840814025,61493.94226593536
677.745,38785.05725134429,68538.69897784627
678.245,30805.026500924516,68249.20802447655
678.745,50128.66904243843,67955.87177397014
679.245,52412.12485618799,71843.16241995293
679.745,38351.40820018109,78465.87546586874
680.245,35268.40990905627,75251.64871474565
680.745,32704.323580002416,65934.04654605124
681.245,27692.560092310832,66220.78538894812
681.745,37928.62267513878,73999.93050110561
682.245,46655.96498800888,88021.86140083158
682.745,49598.228276274975,74593.37469992775
683.245,44349.03441045634,69819.82575206968
683.745,44504.0971184217,69918.87226724203
684.245,47692.15773441033,75535.54843537643
684.745,30751.95310806512,81025.42958731498
685.245,34442.44422039515,70176.72583362486
685.745,40266.12924412941,80235.0225997381
686.245,43842.34039947562,85865.48145388642
686.745,47130.69673261783,76771.18802670213
687.245,36583.854788978075,69246.01406075456
687.745,49548.74517558458,76702.17899560352
688.245,43031.86088549838,74072.38012052258
688.745,46798.87878496268,83081.48284320367
689.245,42649.810319892604,83037.17962424469
689.745,36490.10807081563,82779.22465003372
690.245,47911.45557446529,74288.06363499412
690.745,38879.67544064262,74225.3154570222
691.245,31942.987790198174,69106.31249408894
691.745,38450.19274511264,81842.40203485926
692.245,58962.768185338704,78656.17520565726
692.745,46748.84899538535,75840.03628595776
